"Claim Number","Date Received","Incident Date","Airport Code","Airport Name","Airline Name","Claim Type","Claim Site","Item Category","Close Amount","Disposition"
2014102117901,2014-10-11,2014-10-07 11:50:00,"EWR","Newark International Airport","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102117902,2014-10-07,2014-08-07 22:30:00,"LAX","Los Angeles International Airport","Volaris Airlines","Passenger Property Loss","Checkpoint","Clothing",NA,"-"
2014102117903,2014-10-05,2014-07-26 00:00:00,"LAX","Los Angeles International Airport","Iberia Airlines","Passenger Property Loss","Checkpoint","Clothing",NA,"-"
2014102117904,2014-10-21,2014-09-21 00:00:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102117905,2014-10-11,2014-09-09 07:00:00,"LAS","McCarran International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",NA,"-"
2014102117906,2014-10-07,2014-09-19 14:00:00,"SAT","San Antonio International","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102117907,2014-10-07,2014-10-03 14:30:00,"MCO","Orlando International Airport","Southwest Airlines","Property Damage","Checkpoint","Baggage/Cases/Purses",NA,"-"
2014102117908,2014-10-20,2014-10-17 16:00:00,"JFK","John F. Kennedy International","Virgin America","Property Damage","Checked Baggage","Home Decor",NA,"-"
2014102117909,2014-10-21,2014-10-11 16:15:00,"IAD","Washington Dulles International","Saudi Arabian Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",NA,"-"
2014102117910,2014-10-21,2014-08-23 09:00:00,"JFK","John F. Kennedy International","Virgin America","Property Damage","Checkpoint","Sporting Equipment & Supplies",NA,"-"
2014102117911,2014-10-14,2014-09-30 00:00:00,"IAD","Washington Dulles International","-","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014102117912,2014-10-20,2014-10-18 00:00:00,"AUS","Austin-Bergstrom International Airport","Delta Air Lines","Property Damage","Checked Baggage","Home Decor",0,"Deny"
2014102117913,2014-10-14,2014-09-20 00:00:00,"SGF","Springfield-Branson National Airport","American Airlines","Property Damage","Checked Baggage","Other",0,"Deny"
2014102117914,2014-10-20,2014-10-15 08:30:00,"PDX","Portland International","Alaska Airlines","Passenger Property Loss","Checkpoint","Jewelry & Watches",150,"Approve in Full"
2014102117915,2014-10-21,2014-10-07 08:00:00,"LGB","Long Beach","Jet Blue","Property Damage","Checked Baggage","Medical/Science",NA,"-"
2014102117916,2014-10-20,2014-09-10 09:50:00,"ZZX","Non TSA Airport (motor vehicle)","-","Motor Vehicle","Motor Vehicle","-",NA,"-"
2014102117917,2014-10-14,2014-03-29 00:00:00,"TPA","Tampa International","Southwest Airlines","Passenger Property Loss","Checkpoint","Clothing",NA,"-"
2014102117918,2014-10-10,2014-08-15 00:00:00,"LAS","McCarran International","Westjet Airlines Ltd","Passenger Property Loss","Checked Baggage","Computer & Accessories",0,"Deny"
2014102117919,2014-10-15,2014-10-03 00:00:00,"CVG","Cincinnati/Northern Kentucky International","Allegiant Air","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",NA,"-"
2014102117920,2014-10-14,2014-09-20 00:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checked Baggage","Computer & Accessories",0,"Deny"
2014102117921,2014-10-14,2014-09-16 00:00:00,"ORD","Chicago O'Hare International Airport","American Airlines","Property Damage","Checked Baggage","Home Decor",0,"Deny"
2014102117922,2014-10-13,2014-10-02 14:15:00,"BUR","Bob Hope","Southwest Airlines","Passenger Property Loss","Checkpoint","Personal Electronics",NA,"-"
2014102117923,2014-10-15,2014-09-29 00:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102117924,2014-10-11,2014-09-24 06:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Clothing",140,"Approve in Full"
2014102117925,2014-10-07,2014-06-23 09:00:00,"IAD","Washington Dulles International","Avianca","Passenger Property Loss","Checked Baggage","Cameras; Currency",NA,"-"
2014102217926,2014-10-07,2014-07-28 13:00:00,"BDL","Bradley International Airport","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014102217927,2014-10-19,2014-10-18 16:40:00,"HNL","Honolulu International Airport","UAL","Passenger Property Loss","Checkpoint","Personal Electronics",NA,"-"
2014102217928,2014-10-21,2014-09-25 00:00:00,"FLL","Ft. Lauderdale-Hollywood International","Southwest Airlines","Property Damage","Checked Baggage","Clothing",NA,"-"
2014102217929,2014-10-21,2014-10-02 07:00:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Passenger Property Loss","Checkpoint","Currency",NA,"-"
2014102217930,2014-10-21,2014-10-04 09:06:00,"DEN","Denver International Airport","Frontier Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",0,"Deny"
2014102217931,2014-10-20,2014-09-10 04:49:00,"SAN","San Diego International","UAL","Property Damage","Checkpoint","Personal Accessories",21.59,"Approve in Full"
2014102217932,2014-10-22,2014-10-16 13:35:00,"F","Foreign airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102217933,2014-10-21,2014-10-18 13:30:00,"LAX","Los Angeles International Airport","Southwest Airlines","Property Damage","Checkpoint","Travel Accessories",331.36,"Approve in Full"
2014102217934,2014-10-21,2014-10-12 15:00:00,"HNL","Honolulu International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014102217935,2014-10-21,2014-10-07 09:33:00,"BOS","Boston (Logan) International Airport","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102217936,2014-10-21,2014-10-07 11:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checked Baggage","Computer & Accessories",391.74,"Settle"
2014102217937,2014-10-21,2014-07-14 15:30:00,"LAX","Los Angeles International Airport","KLM Royal Dutch Airlines","Passenger Property Loss","Checked Baggage","Computer & Accessories",NA,"-"
2014102217938,2014-10-22,2014-10-07 19:30:00,"TPA","Tampa International","-","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102217939,2014-10-21,2014-09-20 00:00:00,"PHL","Philadelphia International Airport","USAir","Property Damage","Checked Baggage","Clothing; Other",NA,"-"
2014102217940,2014-10-21,2014-08-31 11:30:00,"CLT","Charlotte/Douglas International Airport","USAir","Property Damage","Checked Baggage","Other",0,"Deny"
2014102217941,2014-10-21,2014-09-11 13:10:00,"HNL","Honolulu International Airport","Alaska Airlines","Property Damage","Checkpoint","Cameras",221.85,"Approve in Full"
2014102217942,2014-10-21,2014-10-04 00:00:00,"LAX","Los Angeles International Airport","Southwest Airlines","Property Damage","Checkpoint","Automobile Parts & Accessories",NA,"-"
2014102217943,2014-10-22,2014-07-04 00:00:00,"SAT","San Antonio International","UAL","Property Damage","Checkpoint","Personal Electronics",NA,"-"
2014102217944,2014-10-22,2014-10-15 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","Air China","Property Damage","Checkpoint","Food & Drink",NA,"-"
2014102217945,2014-10-22,2014-10-12 00:00:00,"SJU","Luis Munoz Marin International","USAir","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102217946,2014-10-18,2014-10-17 11:00:00,"IAH","Houston - George Bush Intercontinental Airport","Spirit Airlines","Property Damage","Checked Baggage","Medical/Science",NA,"-"
2014102317947,2014-10-19,2014-10-13 00:00:00,"OGG","Kahului-Maui, HI","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102317948,2014-10-21,2014-10-09 12:00:00,"FLL","Ft. Lauderdale-Hollywood International","Southwest Airlines","Property Damage","Checked Baggage","Food & Drink",NA,"-"
2014102317949,2014-10-20,2014-10-18 20:00:00,"LIH","Lihue Airport","Alaska Airlines","Property Damage","Checked Baggage","Audio/Video; Travel Accessories",0,"Deny"
2014102317950,2014-10-20,2014-10-06 12:45:00,"STL","Lambert St. Louis International","UAL","Property Damage","Checkpoint","Personal Electronics",NA,"-"
2014102317951,2014-10-23,2014-10-08 17:25:00,"MDW","Midway International Airport","-","Property Damage","Checkpoint","Personal Electronics",NA,"-"
2014102317952,2014-10-20,2014-10-19 13:00:00,"IDA","Idaho Falls Regional","Delta Air Lines","Property Damage","Checked Baggage","Cosmetics & Grooming; Jewelry & Watches",NA,"-"
2014102317953,2014-10-21,2014-09-22 11:00:00,"MCO","Orlando International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014102317954,2014-10-20,2014-10-16 17:00:00,"IAD","Washington Dulles International","Scandinavian Airlines Systems","Property Damage","Checked Baggage","Clothing; Toys & Games",NA,"-"
2014102317955,2014-10-14,2014-10-07 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014102317956,2014-10-21,2014-10-09 05:30:00,"PHX","Phoenix Sky Harbor International","USAir","Passenger Property Loss","Checkpoint","Jewelry & Watches",NA,"-"
2014102317957,2014-10-14,2014-09-14 00:00:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Property Damage","Checked Baggage","Household Items",NA,"-"
2014102317958,2014-10-14,2014-09-28 00:00:00,"LAX","Los Angeles International Airport","UAL","Property Damage","Checkpoint","Other",199,"Approve in Full"
2014102317959,2014-10-21,2014-10-04 21:30:00,"CLT","Charlotte/Douglas International Airport","UAL","Property Damage","Checked Baggage","Personal Accessories",137.75,"Settle"
2014102317960,2014-10-21,2014-09-10 00:00:00,"JFK","John F. Kennedy International","American Airlines","Property Damage","Checkpoint","Baggage/Cases/Purses",NA,"-"
2014102317961,2014-10-21,2014-10-10 18:39:00,"GEG","Spokane International","Southwest Airlines","Property Damage","Checked Baggage","Household Items",NA,"-"
2014102317962,2014-10-14,2014-07-22 00:00:00,"GPI","Glacier Park Int., Kalispell, MT","UAL","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014102317963,2014-10-21,2014-09-04 10:30:00,"YUM","Yuma International Airport","American Airlines","Property Damage","Checked Baggage","Clothing",NA,"-"
2014102317964,2014-10-21,2014-10-09 00:00:00,"BOS","Boston (Logan) International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",NA,"-"
2014102317965,2014-10-22,2014-08-23 13:00:00,"HNL","Honolulu International Airport","Delta Air Lines","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014102317966,2014-10-21,2014-10-20 13:00:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014102317967,2014-10-22,2014-08-16 21:45:00,"LAX","Los Angeles International Airport","British Airways","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102317968,2014-10-21,2014-08-17 13:30:00,"SFO","San Francisco International","Delta Air Lines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014102317969,2014-10-21,2014-10-21 08:00:00,"CVG","Cincinnati/Northern Kentucky International","Delta Air Lines","Property Damage","Checkpoint","Personal Electronics",NA,"-"
2014102417970,2014-10-17,2014-10-06 10:54:00,"SFB","Orlando Sanford","Allegiant Air","Property Damage","Checked Baggage","Clothing",NA,"-"
2014102417971,2014-09-22,2014-08-07 00:00:00,"ZZX","Non TSA Airport (motor vehicle)","-","Property Damage","Other","Automobile Parts & Accessories",NA,"-"
2014102417972,2014-10-22,2014-10-21 12:35:00,"MCO","Orlando International Airport","AirTran Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses; Clothing; Computer & Accessories",NA,"-"
2014102417973,2014-10-23,2014-10-17 13:00:00,"STL","Lambert St. Louis International","American Airlines","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014102417974,2014-10-23,2014-10-10 11:40:00,"MCO","Orlando International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014102417975,2014-10-21,2014-10-07 00:00:00,"ABQ","Albuquerque International Sunport Airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102417976,2014-10-20,2014-10-01 00:00:00,"OAK","Metropolitan Oakland International","USAir","Passenger Property Loss","Checkpoint","Audio/Video",NA,"-"
2014102417977,2014-10-22,2014-10-20 15:30:00,"LGA","LaGuardia","Jet Blue","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102417978,2014-10-20,2014-10-14 00:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checkpoint","Personal Accessories",180.15,"Approve in Full"
2014102417979,2014-10-22,2014-10-02 00:00:00,"SLC","Salt Lake City International Airport","Southwest Airlines","Property Damage","Checked Baggage","Computer & Accessories",NA,"-"
2014102417980,2014-10-23,2014-10-20 15:00:00,"PHL","Philadelphia International Airport","USAir","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102417981,2014-10-20,2014-10-16 00:00:00,"IAD","Washington Dulles International","Scandinavian Airlines Systems","Property Damage","Checked Baggage","Other",0,"Deny"
2014102417982,2014-10-22,2014-10-18 14:20:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Property Damage","Checked Baggage","Medical/Science",NA,"-"
2014102417983,2014-10-20,2014-09-26 00:00:00,"PIT","Pittsburgh International Airport","USAir","Passenger Property Loss","Checked Baggage","Travel Accessories",NA,"-"
2014102417984,2014-10-20,2014-09-10 00:00:00,"JAC","Jackson Hole","Southwest Airlines","Passenger Property Loss","Checkpoint","Jewelry & Watches",NA,"-"
2014102417985,2014-08-08,2014-08-04 13:30:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014102417986,2014-11-26,2013-07-03 10:00:00,"ZZX","Non TSA Airport (motor vehicle)","-","Personal Injury","Motor Vehicle","-",NA,"-"
2014102417987,2014-10-20,2014-09-07 00:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014102417988,2014-10-21,2014-07-24 00:00:00,"MKE","General Mitchell International Airport","Southwest Airlines","Property Damage","Checked Baggage","Personal Electronics",0,"Deny"
2014102417989,2014-10-20,2014-10-04 00:00:00,"BGR","Bangor International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",12.5,"Settle"
2014102417990,2014-10-20,2014-10-07 00:00:00,"LAX","Los Angeles International Airport","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102417991,2014-10-23,2014-09-24 16:00:00,"LAX","Los Angeles International Airport","EVA airlines","Property Damage","Checked Baggage","-",NA,"-"
2014102617992,2014-10-23,2014-10-07 00:00:00,"BTV","Burlington, VT","Delta Air Lines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102617993,2014-10-23,2014-10-06 00:00:00,"ALB","Albany International","USAir","Property Damage","Checked Baggage","-",NA,"-"
2014102617994,2014-10-23,2014-10-15 17:00:00,"MIA","Miami International Airport","USAir","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102617995,2014-10-23,2014-10-20 18:00:00,"MIA","Miami International Airport","American Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102617996,2014-10-23,2014-10-02 00:00:00,"BOS","Boston (Logan) International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102617998,2014-10-23,2014-10-04 12:00:00,"F","Foreign airport","UAL","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102617999,2014-10-23,2014-10-21 09:00:00,"TTN","Trenton-Mercer","Frontier Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014102618000,2014-10-23,2014-10-15 05:00:00,"PHL","Philadelphia International Airport","USAir","Passenger Property Loss","Checkpoint","-",0,"Deny"
2014102618001,2014-10-23,2014-10-03 00:00:00,"LFT","Lafayette Regional","American Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014102618002,2014-10-23,2014-10-09 00:00:00,"MCO","Orlando International Airport","British Airways","Property Damage","Checked Baggage","-",NA,"-"
2014102618003,2014-10-27,2014-10-19 00:00:00,"MCO","Orlando International Airport","USAir","Passenger Property Loss","Checkpoint","Jewelry & Watches",NA,"-"
